AG359J14	AG896J04	AG898O07	AG900B21	AG905C17	AG915K04	AG918E15	GCA002480175	HIMB30	LSUCC0096	TOBGMED626	TOBGMED759	TOBGMED814	TOBGNAT109	TOBGNP1444	TOBGNP1472	TOBGRS469	TOBGSAT133	TOBGSP353	UBA11144	UBA11194	UBA12265	UBA8357	UBA9601	UBA9605
S0131_64.6M	23240.8570481527	9451.42869831366	16848.5664043062	58814.0622948381	122928.203609955	68430.7452372967	18348.8695709367	67333.4845018335	12193.6087716272	22410.8890568908	0	117685.152045942	31720.5205142426	100678.971587175	5794.30455563591	72652.8083852318	175810.884204881	54005.2118777193	5234.44401231154	8249.19630527913	0	0	805.992666025212	0	7361.79865140601
IOS_64_65M	24421.2034060171	13066.0226024787	16464.7330476385	42731.129633881	55345.0636703129	14729.2649142968	9742.83018429075	89958.8513977425	68083.7069039415	22834.3280058196	3186.18574809542	34500.561141439	9375.56172055745	87084.6401133225	5784.19617130077	46109.3886831181	118265.860221765	35856.5322737155	12402.4397167763	15432.3306295452	259897.113376617	3224.18852095352	91.3529193054395	25.3834185038635	11387.1315785652
S0203_65M	39410.2977791901	15084.3326289338	17201.7224642281	53470.2816230076	44703.6331786361	33189.4062702023	18302.8183362317	158039.726823627	38094.5340282661	98033.288668442	0	0	0	115155.481108248	0	132735.382338346	124166.398213148	11450.8307656078	17665.4214110763	53232.0188917736	0	0	0	0	30064.4254710358
S0058_65.2M	16282.7419911092	7144.52111952443	41995.5338695531	196876.946577912	321403.200779225	22237.7397806265	10656.4284337269	158483.579889507	5998.04731360975	8548.5194182858	0	10118.3192466096	36363.7465606011	56800.479562398	11516.7357044044	7527.50316595831	45900.4801709983	34090.9148883458	233.227155788011	5174.01797481995	349.836406055225	97.8561296813052	0	0	2199.62386125993
S0123_65.6M	25000.6122789946	8667.01356921873	24075.4443011404	76698.7040779852	141000.228345392	77326.4073705784	10678.049357366	77325.1546914041	9603.28120062444	14815.5496062037	226.653008800019	127628.514889836	39043.0112919049	96229.1672991487	9018.58059884384	54043.8615163182	157419.280916246	35282.4554449802	2900.00891922764	4380.95430334235	0	0	0	0	8637.06701244532
IOS_58_66M	18631.0385097097	6773.00956666381	12536.4847177508	66630.6005756655	18802.3258163836	23207.9431073261	9274.44540210682	161330.417891005	50829.5825099902	11601.7889200131	184.207386320754	86972.0206663329	16901.0526618762	59783.2572383888	5200.5672462669	38750.4824752845	313400.013367596	70731.8176483627	8617.86732972244	11314.5633582967	2175.59176770955	811.407795070776	55.8331409091924	0	5483.6809012483
S0474_66.3M	44956.6061124215	19832.0132134217	36122.515229652	51659.5926214914	57437.9990889644	19220.4089500186	13034.3921300387	101004.91808467	29370.5418594249	109832.431131693	0	0	340.788082719248	52227.0646152348	95492.8317433128	1983.10055236124	3913.45166742597	72944.5453692972	138799.894385047	98745.1760307268	0	928.077671918998	0	0	52153.6514601597
S0050_68M	18905.4045884134	9000.95684758906	34214.7413066483	86050.048071697	172983.720375562	75445.3981167255	13833.8445133286	108642.303474707	8839.96976445663	9277.8046235584	0	74858.1784310124	32016.7040178802	130370.755808042	21887.6133181353	34201.8980905997	125007.764933089	32049.1496466731	3764.68418606969	5659.10773955676	0	0	0	0	2989.95214625635
S0106_69.4M	14305.5573588905	17705.9938884385	13845.5222903884	26735.5916550885	22897.3689670426	8268.58036838464	5401.65454856879	243251.383682051	26497.999864854	26302.0575658749	0	0	417.26417492964	231359.950263049	186919.314770581	87412.5794849121	17797.6221513845	33794.4850643543	6093.74986615753	16251.9333151028	0	0	625.538285653397	0	14115.8524342937
MED_30_70M	25119.5839476202	100386.752908994	3982.31976463804	8765.88457800692	7033.42930408708	4875.88215025045	21734.9381498128	109011.330730675	5645.13629896683	5847.75920490561	139594.886222408	4228.70487648441	37424.2577523666	103411.447148139	3174.21076135285	1784.67866806716	3501.28999366971	72454.211462435	1903.32235812403	18130.548625972	152237.712894428	48841.9116399776	37410.9193997066	42422.8698097508	41076.0113491607
S0498_71.3M	1927.86464205495	4704.06280628037	2384.16566493845	10105.9126072934	20277.6269622223	1971.45646399229	7610.33398944695	191375.02052841	8213.20541444174	47336.9341183383	0	1422.62682377554	0	48995.3182090536	141811.59335005	3344.9413595503	0	70738.8577940773	174188.627693915	203021.636412553	0	10566.5173434447	0	0	50003.2978161604
S0099_71.6M	35507.4579107502	17878.0009953801	27183.3845887517	88633.7830604968	42979.1308899799	17290.634832583	24028.6828610246	78867.0348225474	31900.6907171439	47283.0224932435	0	2495.42623559922	14746.1209102747	103521.729585097	5315.20020083225	115880.230951539	259278.795576012	39372.4452051707	12884.3790580123	9371.5725362339	0	0	0	0	25582.2765693281
S0246_71.9M	6787.07489304543	2838.98057434894	4556.46553001348	10775.0541766654	13597.6522164309	3569.4208399873	3827.4698648974	306371.268299527	4956.80682528453	13623.0047895975	0	715.482566802733	4553.20069612402	100133.059013913	20969.707888896	21533.0992138314	322399.924175722	120003.068649213	9288.21887058472	21956.5842932807	0	0	0	0	7544.45662183423
S0040_72M	109247.971831057	64622.8345542757	73693.9506837803	62474.2345927292	100110.097260702	15234.3037198737	23523.3476411916	2969.55467809807	87644.9316580559	104996.176335315	0	25650.9348232207	0	180699.362187173	0	0	14573.7435107665	70080.7690694815	10811.4978185078	0	0	0	0	0	53666.2896357735
S0397_72M	20313.3783198336	7727.94075537693	30793.8472234689	61485.4695725063	108552.945526502	12061.5638699356	8018.79914676699	184170.024162397	9172.47223187932	20111.9446144236	2536.64201732806	1934.17118668413	12748.3099252177	110895.379474872	174470.985606806	4547.70646150209	7932.76950626407	136864.348801068	36379.422973845	36318.896777871	356.656597552007	1197.16645806953	988.527307002138	1922.71268054012	8497.91880228724
S0233_72.9M	11738.0480872825	3507.09579033979	8295.02552427722	16073.4378020119	33175.4052223231	5144.34103593622	4349.95550386935	241665.976144699	9768.15885122075	11273.7910818534	0	1944.49550859495	6749.68098262982	119270.334715211	20030.914718481	31796.0528191112	292464.767090134	160583.740880413	2868.51850934667	15932.8414770526	260.771184088913	0	0	0	3106.64707112386
S0010_73M	106983.932601601	29940.6280709347	88203.7785035038	88041.5064999155	74615.0912036479	30585.7835013047	37237.1676748204	19261.684491724	39206.8312080691	168692.260085341	0	0	0	87707.1317200173	36162.2088806657	10977.6724748352	2532.07923948255	0	82650.3528598632	32790.818322815	0	0	0	2250.28889924897	62160.7837622096
S0392_73M	15737.8241213686	8133.52129607845	27977.7272457159	69435.8594336947	161653.578115188	9555.62202592115	8542.29497885268	235770.334259122	8480.67629693213	16101.1551188991	0	1209.72849174462	11437.7591152234	107093.084496302	114405.201386524	5973.16785842708	18402.85963473	116256.61602292	28731.9100135185	29335.6718143335	0	149.753691261477	494.619982504522	160.341568323164	4960.69303241506
S0017_74M	39782.1233856613	19584.2758678357	27188.3936451293	66951.9443904165	51386.8191241576	16058.5480355754	12398.0332478479	258556.24927659	38866.2200283141	102822.448855142	1157.91062178518	772.53616310433	702.325626853551	110052.805777431	19087.6163775833	119883.736166754	1536.22485496659	30287.7060243802	27351.4762862767	18236.4873205108	0	0	0	0	37336.1189236845
S0271_74M	10870.9852306947	3969.82008910118	27985.4882655245	103156.226138021	145067.791070308	19170.7978318991	9458.53248378089	209154.60201552	6616.17543127082	8700.85152669386	122.691225501109	2292.00370972831	19943.9775262977	76309.7374604838	41635.7601270957	23577.1273329978	152277.958490223	122186.688372063	5434.01097042485	7992.789346936	0	0	0	0	4075.98535543499
S0353_74M	19951.3389583356	8990.82413309242	33676.0846193403	66425.8599140788	158097.786705432	15439.7053120853	14048.8713978744	300851.783713368	10173.493766458	14159.6376553231	596.404617735952	2984.32447877387	11756.7649624192	116172.817600056	72210.3189156163	7016.87203737422	19979.3856267156	70201.251522972	22892.8623545721	26898.3114071702	0	246.288656045926	0	527.40348552285	6701.60815963809
S0418_74.1M	9343.27683255851	2643.2405388439	12559.4690624494	65587.503033952	102190.993760869	7269.76014382014	6735.15895215111	391837.838567825	3461.28629644152	11082.8756260726	0	749.42097537005	8720.78362470259	82474.9532428443	64233.0740414823	6167.24787567243	93737.3040706412	79401.6104491639	15477.6346949393	32004.3201598647	0	371.086762480365	0	0	3951.16128785491
S0073_74.3M	13195.247397716	8991.92810039883	8820.75378780701	26920.1394513324	45638.1481614119	6564.45946487322	2815.6131661104	449559.359408149	15844.4358243157	23351.1424740295	0	1315.83148027361	7416.71616526045	61796.2947211322	19506.7268401403	50120.2008042632	132399.625994393	87070.3064795413	3494.00473870565	24002.080260479	0	0	0	0	11176.9852796681
S0139_74.5M	13753.7575863722	3038.325832319	26668.5841052659	217004.65394635	110879.680125364	28650.4167443228	8981.90223351387	189270.477884335	8370.6555661281	7875.28622022632	0	3007.19813395094	35198.8908065061	67770.3552029858	8006.57814359328	20622.7395469964	180270.76680528	57391.8231723874	1293.89654653083	9007.93604560272	0	0	0	0	2936.07535196914
S0289_74.5M	12712.697793369	7611.25749715903	25110.9392870732	82559.8853211793	80631.046207773	26541.9736718687	7248.79377508308	179495.998790204	7629.59845823284	9754.64194917497	0	10032.5286044729	15872.4576523692	91887.2777855606	38297.7851424851	39519.0874153002	170612.729076913	163337.565965887	14415.5646145725	9506.66705297535	0	161.29069311123	0	0	7060.21324523524
S0314_74.5M	13411.476182993	4181.46520193783	30407.3034723914	89519.5088809762	161440.275117856	15086.2020701323	7764.88776921774	285513.8660227	6393.83311753139	6555.63666193313	494.45412274863	1154.61668000463	19494.0841602554	65070.0644121978	60850.2778078147	9501.74534874527	78064.343781985	114509.129771048	11436.374205196	15043.829504127	0	0	0	0	4106.62570820856
S0423_74.7M	10817.9531337862	5175.72857316787	18493.705077221	57041.54560233	119362.881000434	8459.60683124641	5275.24515778238	298340.944943615	5228.39089011921	9548.60531662408	0	704.371682904158	12593.6709650782	141692.193820226	75014.7701627758	11040.9932540112	55793.6158425818	128646.792252091	16625.4183746011	13352.3034263821	0	290.649955078858	0	311.199471864967	6189.41426607808
S0276_74.8M	41600.9540196301	19334.8390052281	7349.6243340703	37383.9766131196	57300.3507493455	6077.37315170672	14076.1432903243	67524.2043015295	39786.5280137036	72962.3549262469	0	0	3986.93726755953	322669.912815305	41100.5157880886	97958.2066591942	17441.5737983449	54516.349078988	6469.49553259397	28233.8852575945	0	0	0	0	64226.7753974261
IOS_52_75M	34490.3631675539	17366.8107500046	17916.3496217495	37102.9468226942	33862.3983967124	16630.5114377771	11662.1864220971	234832.95697474	58881.7839997096	40509.787431759	418.917856424747	838.482316431255	1953.33836066006	70320.201698912	5685.26764956534	101202.418048517	151452.040451567	40590.336372308	44194.426951906	40748.525670196	18476.3919198538	2292.17706300649	23.8075751612496	0	18547.5730406946
S0003_75M	58848.0230855939	30032.1897169051	64214.6480571251	52623.5272338335	72820.481001622	24189.4623493772	24597.0282644161	13110.3995326665	36517.6777598632	122774.277655313	1276.24007069659	0	0	176283.938997114	149081.194793793	0	1269.91130443582	0	33286.8533622609	52991.2104730822	0	3689.21382765158	0	5078.633678123	77315.0888361273
S0023_75M	48346.475471647	41447.9466676126	59789.4708611004	63015.8679197297	38940.485047486	16034.4841814308	8252.96980163116	143774.392700869	34990.8004738651	168440.292312684	0	964.223139868992	0	51321.2676935459	38610.9324038682	38541.0894200643	2876.10526978132	84826.0185886516	89612.5449673822	16553.7816437132	0	0	0	0	53660.8514350682
S0034_75M	71217.2001782862	49012.8038143806	121947.791547966	63177.6146345561	91233.5322384428	11204.2345533824	25950.7532440266	9827.960952423	73350.3737227433	141986.229881183	0	0	0	164539.531014418	3444.21996791505	0	88426.9514280588	27059.3739698504	0	4337.66180555788	0	0	0	0	53283.7670468098
S0153_75M	42944.0148687317	38652.045159503	13814.9565559091	56062.3946933594	314371.175029108	13015.3321198533	49447.3563787213	132618.638381418	7244.54743913134	6682.43382857384	9924.90942140133	51352.0574981797	86981.5629696925	79543.190367346	3972.17367811891	3733.4439386454	43802.391833931	30690.3310164692	1694.50904061637	5945.08131265464	996.757693570653	1087.36972166132	828.799078992544	537.345634430542	4057.18233998203
S0159_75M	67371.7362706844	55059.9749778255	66894.5547074774	86253.5775242326	80345.2461230712	19873.5891809405	19946.476140656	14139.6249181665	32723.5641443444	174968.82445865	0	0	0	115618.744195472	69644.9847565341	6743.84564185833	0	8685.12678755789	63820.1979473478	9745.67998112411	0	0	0	0	108164.252244057
S0164_75M	74630.5730574397	33951.1135616488	34414.9653495443	49067.6755045981	39914.1247648166	16815.8478708956	6990.6889547393	135399.923740902	47730.3436019691	108706.721331536	0	1866.84910233792	11880.287552369	154890.932211426	31810.7634907903	57062.4064660902	23201.9882082227	54446.8502598226	23408.7839414479	65101.6905172123	0	0	0	0	28707.4705121923
S0332_75M	17720.461423684	7595.9698493955	19249.3715035627	64521.6441489253	116701.77004592	14203.0610173747	13423.2855675467	282247.793106186	7870.00798364285	15679.6233877969	1589.15124096192	1767.08630641466	10602.8201358776	83403.8285031765	126766.568602765	4778.07670251482	20732.2168244832	118451.205706805	28414.1698097134	35077.5441369974	521.354464560759	437.499321490841	481.670724148633	0	7763.81948605556
S0365_75M	20316.2483994716	6008.77772409775	34468.7967312165	73932.676701676	136720.363010511	12877.4555627271	8218.77341617875	233543.87307288	10218.7141415278	9963.19163850636	0	867.30258081312	16107.507171108	142658.017519411	72204.3864913287	10778.8353545239	41268.9461850584	115989.585603711	24492.2176006325	22467.7194987348	182.775482276983	0	0	0	6713.83611360829
S0382_75M	19602.3636774315	8049.14738808955	26360.226116481	60057.4251741787	139122.256531662	13233.9894154275	11719.8753989161	266537.753103312	8918.66906354268	13110.3316711261	631.485156639634	842.630010968544	9703.28889833844	110474.653280522	114985.72872211	8585.32096072071	18850.6102593	111193.580642783	21546.1522299121	29384.6128891139	414.34395573154	347.700483679763	382.805493709475	186.141791866059	5758.90768443865
S0409_75M	17828.4067092188	5178.8081181957	27953.9217794809	68757.6020218478	139525.585985876	13999.2127629786	10305.4162148418	262345.939914718	7556.61366646122	9988.57247156423	2464.86546646649	1409.5815644438	12174.0060591795	108860.814762086	114690.768938783	3866.64691568958	17051.7043582014	121983.895043485	10050.5000667169	29493.377687227	1732.82340331841	1163.2915641821	640.370696126116	311.384634740627	10665.8891941715
S0429_75M	14856.357909045	7818.64394209622	26658.3820848644	61996.5055546065	141708.044684897	11021.8514706567	11729.2306823034	211998.788806127	6559.67024737884	12517.1026667597	644.38117965512	1504.71646221687	10552.8578806686	133426.081799416	140287.922465172	4548.79806071594	14961.0007876276	107092.254639927	46931.9997771097	26524.9248791034	0	1330.50424157523	292.967284766765	0	5037.01249331123
S0434_75M	11510.2446659216	7170.74892875697	16051.7526173617	62391.0028836666	148972.296508972	8264.39925463408	6767.24524890408	234025.992794221	3875.23596285801	9186.93141691098	1083.47117836496	1807.1789204199	8871.85855521527	110757.674158781	161976.411727329	2974.38174916743	16530.8411625913	73616.3799829735	75446.361448683	29862.1837131744	0	671.138315621181	246.299565591376	0	7939.96923987963
S0059_75.1M	18216.4292875557	8112.32450058306	44799.0787984977	185753.514577215	329113.923593407	27836.2486264747	14600.776038223	158140.843841715	6365.35394573245	6377.67464006708	612.869720670117	9762.37139918865	32573.1435957032	55929.3849036719	11670.5583543467	6669.79456029358	39842.2627116225	30302.422871218	754.002300391014	8665.20288302732	226.197891952103	253.088013315672	278.640630188156	0	3143.89231494135
S0309_75.1M	24734.5018906974	14484.7493340875	14682.6449602099	49788.9988078925	70243.7233940646	16188.0223571108	6248.99707482096	259733.701313151	12645.050306166	37789.5982315105	0	730.092042663857	3318.69481335487	109149.536373151	90816.6238214969	32615.8522744359	111064.436964692	73304.4974044752	39850.1583367437	15667.7740793901	0	903.789396510514	0	0	16038.5568233747
S0325_75.1M	5826.10389846805	3790.91049671698	9366.5890974437	26875.7069806674	53364.6739984223	8936.76086482074	5059.73864690307	251545.207136112	6382.47080454383	11921.2162856347	644.390159484259	429.924980377729	4299.37238333932	206283.298706725	134246.05767342	8845.00837671317	30349.8816780987	149849.024159723	34565.2653001317	38288.6860020128	0	0	0	0	9129.71237024261
S0304_75.2M	15362.1028263602	6380.27459206095	22433.9467130517	106914.448366671	133505.166116454	25235.4128466808	10967.2795626709	231129.076069612	6465.08556786911	7356.78115530339	0	6512.24946633448	18199.7345736215	48518.9396443025	23118.2347244838	32183.3053621884	192450.161192057	94100.3273198059	5515.05280496473	8022.84955606709	711.610913836607	149.288686072386	0	0	4768.67193953177
S0281_75.4M	19530.5458026237	4276.75518880507	21366.2723233608	88203.9533107919	106663.392320843	11010.2932413748	6325.96711750951	224151.785155226	4114.54340652371	14004.0843330254	0	1662.94062047601	11422.5440718381	109192.320909131	42976.5710102634	28238.7263282104	145684.515248806	129862.954093193	15264.1621785371	10904.2703861595	272.570952796827	0	0	0	4870.83200050384
S0083_75.7M	31221.4978116419	7248.79829911044	30608.1742269	121706.38207814	256694.11808916	63448.5730156827	20481.6253951899	154421.442597972	6633.31130847732	5304.35642947587	1192.93098719169	45115.0250265106	47603.0971335573	68592.7306885004	13490.6284360335	12065.3271828152	68347.0939952171	35089.1874755452	2039.24849938681	6562.32968343512	123.589289291996	155.566607416523	628.001495800834	0	1226.96424754747
S0045_76M	91477.1759133615	48523.4297518948	196745.494137649	83395.7471527117	90639.5217881113	20336.0017029814	12560.3597377948	4756.80701406414	96823.9978024267	116647.236836621	0	8804.82284222115	0	71215.0812789809	0	0	52526.4253240051	42097.3087715077	17318.4919055121	3149.19140417863	0	0	0	0	42982.9066359785
S0169_76M	38764.6934129088	20420.4061707184	15151.9584441132	37903.607423352	291012.231450132	13761.4596122508	44718.3043101428	179324.437093713	9901.52685972131	6849.6776891276	5998.09697623476	62546.9231330857	76669.9999496078	91881.8210261343	2525.56399091902	6969.81114330959	42588.9875180818	39542.2528619852	2405.12081397431	7633.68836807486	218.644641996687	0	606.00645165947	0	2604.78065875688
S0256_76M	27895.5458960341	4614.65691011847	31574.5015924253	75840.8653234575	159966.669420129	13779.6556786395	10265.3254104106	244709.341994711	9064.2424465605	16124.0428936422	1307.35501178922	1395.5882336628	12370.3393077495	134907.212810241	57370.6141069742	3281.36706384568	15090.1146104268	127945.902631184	22903.8257556645	23585.0905114219	514.686346718985	431.903710002494	0	462.440141829127	4598.71219236246
S0296_76M	44323.3094405388	28840.1480535826	54814.0726373481	64023.6384462911	47483.3881956265	19137.4434228357	19440.9216060912	171989.978264191	30572.2884688606	96739.367974487	3268.22234744436	0	8590.07924959666	105817.617295154	13004.3394576667	99974.0998498236	24570.7838535735	22240.666898636	77200.0052098909	21057.052265517	0	5398.52352362367	0	0	41514.0535392207
S0319_76M	15077.9719808654	9170.08506056272	34269.6770392754	71491.2130226297	159545.32995806	14585.452420925	7399.90625718079	214855.390189208	9341.92772858822	11859.0803131995	1051.69223545722	1102.62311636003	16311.9971238796	113373.921339528	112645.56180537	4478.01479764116	22524.171250246	96138.8775625934	55747.6378908234	23339.6227355462	887.219335975051	0	0	398.578511143077	4404.04832494126
S0340_76M	19057.0385690461	9999.97774293225	33450.7828955668	80132.7951589869	142071.934129035	16554.2766355735	11486.5071509022	274486.574076891	7233.33475465972	14255.8699090403	1586.50402701634	3024.24460729148	11272.5058361821	94213.0145049714	65575.1938902928	5155.28212105022	17139.484042365	126664.447101359	20968.409283525	37804.4157115053	0	374.374743018885	206.086437983927	200.421882527816	7086.52478827773
S0343_76M	25921.7115169018	9011.41884945379	31798.5260985809	68598.6108451005	152998.723828142	16888.0587780041	12543.3272897154	228892.180389579	9923.72445665447	12262.0060640796	924.852880691069	2159.65549373954	15847.2746009594	105047.714594262	77805.9896825314	7435.4596162	14877.643588168	141019.133352065	16157.1777815784	37573.5292463002	682.689207583658	954.808054179302	1681.9338976337	408.92593582187	8584.92395207489
S0375_76M	18490.4186031328	5917.02587657885	36549.4978797658	81990.8917435318	173363.141908478	13948.9036567168	11965.8646683153	247428.762820558	11345.6695556364	12508.1583401508	502.896764719607	1118.41083915756	15556.5215681061	103386.105991846	68416.474849021	4601.89739719898	23908.1405774502	114432.359133685	22273.3657220892	23161.0565179	659.943413166958	1938.29122580068	0	148.238013078067	6387.96293391604
S0387_76M	22333.8462946925	10233.8838627859	30343.0804066799	72223.4590796317	141718.856092535	12545.2821682866	10430.6563857203	279151.328583068	9572.23352306781	15662.0685972361	695.834318451472	464.24755453409	13927.8237327105	92843.4867818803	74162.742016584	7095.13228051934	19386.7445824211	134288.465139053	17463.8711063862	25903.1546413056	0	1149.39485058058	1265.44161971563	0	7138.966382154
S0402_76M	21412.9777612024	6714.66376741618	36690.7597716301	58152.2374512953	150376.497034666	16093.0907854968	11609.9674847816	292508.122712973	6751.58182932272	14252.9604457962	570.68918663678	1523.01231640762	14711.3338552197	121445.646242144	51903.696479946	6714.32258681196	19496.498766223	97939.8445652894	27522.6480355842	34726.5820169012	561.679746383743	235.669323504371	0	0	8085.51783436843
S0414_76M	17626.6248968039	4235.79718167251	32697.9339868857	64679.4327869083	122546.597637149	6144.95062776674	10121.004981941	362935.744706674	5363.85801763289	16940.6185290403	886.170229895468	3251.79849816815	9675.04823689545	87002.0926835918	104775.357996633	4865.48901547012	22926.1704591341	53426.466446663	25729.6373381078	36160.5878673124	436.09015348078	365.94900250335	402.896444356998	1175.46692492338	5628.21535038939
S0442_76M	12999.4547923152	3828.17478016991	25223.098032413	49110.2818120654	131033.494531868	10313.8381252417	8847.57643000321	259211.483873647	818.439349221221	3057.37160342173	743.685088473343	330.781791500363	11126.6138544854	103564.878341868	188962.340268233	777.748371452245	20555.478255513	53139.1475255948	75635.2079643967	39752.0296419153	0	0	0	0	968.875566201974
S0481_76.2M	72120.2040988455	16152.3893982872	25852.2140469484	58078.1429931513	48556.0188062494	16032.8145106114	9077.3214618847	100006.554068537	29898.1158808552	96954.4734689206	0	0	0	50108.490113294	65713.8925064192	0	766.881541584767	78916.8596967945	191153.522374779	93519.1271262402	0	1909.597922876	0	0	45183.379983722
S0286_76.8M	9603.08045485871	5044.36312752952	10886.3400895036	27477.0194645157	36124.0051397468	6955.98921140665	4264.71750112045	292156.540741409	7427.40783708672	14464.2620966638	221.278900305404	295.266231091879	4294.90399531827	168828.170335637	83141.9346850564	12322.8071916991	53283.9464758188	192981.645769434	30272.5703661021	33899.808756312	0	0	0	0	6053.94162938402
S0029_77M	35096.3928199795	27924.9550700729	28306.475408504	69590.9714351212	42131.2694596924	18725.2034496101	11444.9902167027	257782.672877571	31575.6042230605	116046.113778648	0	1126.02776993463	511.845397758452	68306.4502789492	11992.0656109117	126421.224486188	8396.84889606863	45761.6565725604	48172.347577426	16311.0740577407	0	1393.92281955312	0	0	32981.8877939467
S0148_77M	50671.9107732237	39054.5295167284	14131.811851795	42051.9912789562	327697.444076843	11036.3388090613	44790.2469998848	243449.476345946	2423.59452450786	1141.54188408652	5808.77871159296	31813.234157932	54010.8640511535	64069.5268270003	4789.56457791624	1702.29042771587	32393.2579124836	13031.6949373979	1633.47044270523	11469.9264134584	188.475027256538	263.600877291083	116.085963304671	451.580754719857	1808.76285703997
S0348_77M	17758.1470534996	8178.8592071043	34661.7704939425	66395.7471540714	158090.755627018	18597.2673327275	8614.83385170859	235033.26622615	11589.0455227311	14009.1529257487	2129.77016789561	1736.7075634424	7607.28307850302	106278.000430741	88645.0127652198	4083.42149980358	15540.864667377	126514.91716175	30976.7865837359	33373.3594889087	698.715865991829	781.778330778855	215.177324976631	627.788683782475	7861.57099239196
S0358_77M	13473.4020501238	4748.6994734489	32584.2192147394	64349.8608946834	94083.4556868734	14390.4132670321	11228.3396034062	236788.747536642	8473.36305945526	19706.6660220578	1490.2116143445	2209.42472895093	8737.51963477259	114052.529966235	144380.804124897	4285.78790120153	9336.285289967	126657.847852062	32104.5179403103	45043.5386252126	977.790481173488	547.014492892739	1204.48583103441	732.111851025907	8412.9628574577
S0404_77M	13324.9282453662	10321.692072206	32172.8350289162	78497.6376957648	145715.657614833	12977.3564212967	9518.2336051039	229562.836853455	13129.9359600493	23802.8720024481	3509.02338966658	2341.15432978496	5108.1187209254	105917.761809839	102125.66235944	5504.62272741706	15363.1387373649	115964.086062463	31083.0240989863	30647.1126079324	690.725324297051	1159.25682528142	1276.29929254471	0	10286.0282146189
S0266_78M	11689.4973178806	4334.34957681642	29975.4648440857	90473.1342492116	135006.375384264	16172.8069658341	8414.64476942403	185448.822507895	6591.21652863034	7972.91112696217	0	4313.00830932382	16722.0330419549	78341.0330378084	47554.206143667	34896.7317423723	177838.777348866	119360.377196418	10853.7567361361	10752.9631875758	187.131421933767	314.066055594689	0	0	2786.69250734564
S0370_78M	18042.2950201824	4733.75094402908	32749.2511516995	82984.6927159304	172937.4812147	12498.5615574647	8960.28599380599	231969.487972847	12928.8845412738	16275.5258906358	321.862785040519	1503.185525948	19131.9976215075	106733.114793044	66962.3231660806	5049.07777719925	24126.7576741564	121151.909430878	20274.2702631015	28110.8557055722	633.563108273805	0	0	284.624816177422	11636.2403304523
ANE_151_80M	54213.1518284822	28898.4432492275	28691.8788336306	58810.8462844031	56923.3707551354	24158.3098769847	16496.5194006005	114143.385116974	70142.1493060023	54983.2780156933	1457.40710885447	1111.26237677958	5714.32457464213	215442.615934883	25740.7245396472	14493.14060336	5938.83217872111	55920.6777266684	72642.9672841863	56489.2129537041	5686.36785785035	4599.81152536704	0	92.0565820798344	27209.2660861229
ION_42_80M	41824.0614221806	23488.2266953447	23809.1309251086	44370.5527540469	40150.7895539449	23704.4063750918	13016.0091870176	48962.8566041418	96700.1060332057	44525.3665009283	734.270919781851	2571.93158864651	4193.88969504252	124046.726238661	695.63870913343	81253.7364110425	183266.291253229	52466.4691208752	24872.5107313638	4599.47065161953	97079.8821284339	2627.9181439064	0	54.1099435538	20985.6484136993
RED_32_80M	21204.0838821236	13706.6315271034	41624.4336536266	50431.1160001656	28798.3620498927	17517.2695312261	8760.29730589864	91371.85994423	32149.7637980017	17220.1594173268	136.550546399207	51690.1054900403	10290.8990356124	77575.9552877654	18221.230644589	62936.8505894899	366031.627112112	41423.9444155897	13456.4488223782	9848.76936615406	14951.4248470872	1184.17571000033	46.5619311306606	15.0940385057674	9406.38505355112
S0493_80.9M	26684.6345527183	18448.2639559351	22550.3744044194	33105.286715309	35474.0477627977	18192.0086194963	6671.45842978733	96808.1713814567	20841.9735693415	86148.8405136604	0	0	0	60367.506740347	93111.5549306781	10803.1402694522	1957.8602441992	228778.758353136	84725.3213769085	118321.435858072	0	0	0	0	37009.3623222852
S0475_81.4M	51726.496332955	19524.2164041625	28920.3426513103	53580.8416773453	53076.5515283089	15045.300067477	10759.8555801479	104836.773570823	32140.977546274	122214.023560087	0	0	0	52061.2927999528	77796.9752368547	2687.0674379562	5226.90799789252	66442.8627811225	151730.983330778	101901.778641064	0	848.83236009814	0	605.897638605094	48872.022856785
S0463_81.5M	10483.4488206177	8526.67083965087	25929.4954459193	21981.7958777993	82700.0998247379	10720.4948373913	0	68960.0374248976	19140.9522826269	164457.279897636	0	0	0	102938.650061634	112047.568720944	0	0	103564.372046905	171182.989080296	74706.9203061532	0	0	0	0	22659.2245327911
S0140_84M	16304.3763640434	9724.80578156204	8065.36589082343	94584.5105632333	41920.3552417078	18896.1142825153	3432.65453845013	232050.106958023	18522.9037780742	42257.9938850263	0	802.097915466928	16042.4156952346	151933.543431673	3416.90003940605	72608.1936668813	167476.029387548	65961.3514707203	15382.3062005123	6885.20799828609	0	1985.85260104242	0	0	11746.9143097707
S0066_86.4M	31439.8542376404	15183.0654844681	41311.3467917864	69013.5462233122	165345.020099016	78367.4654185796	10859.6481747191	91067.3853678578	9567.28331220996	14072.4893203288	0	98601.5878620686	54706.986173668	82285.6142984209	9883.25190595082	43469.3049652674	130475.673929471	27731.2022391004	11764.9042719879	5445.56229250707	0	0	1976.23000905846	0	7432.57762258137
