AG359J14	AG896J04	AG898O07	AG900B21	AG905C17	AG915K04	AG918E15	GCA002480175	HIMB30	LSUCC0096	TOBGMED626	TOBGMED759	TOBGMED814	TOBGNAT109	TOBGNP1444	TOBGNP1472	TOBGRS469	TOBGSAT133	TOBGSP353	UBA11144	UBA11194	UBA12265	UBA8357	UBA9601	UBA9605
S0155_127M	87962.4723906806	49769.6851087127	33107.5865271715	72172.390870827	107270.156694587	19554.6590772492	30194.4251563688	22870.2133327061	65172.7024133578	83471.9688810338	0	0	0	320304.442222067	0	0	5612.03040990721	40479.8609441421	8326.54348407975	0	0	0	0	0	53730.86248711
S0109_133.7M	60875.2769670203	35853.9959935506	28555.8786979361	63821.9318465985	53358.0924472747	32199.1838631196	18230.2578591188	62764.4287719763	168637.82411368	95926.5537688674	0	1549.02136242942	4224.72416698063	162469.976821084	1319.75187873285	109263.769010051	15401.5127801656	34068.1812773933	9140.46122474799	8310.49899617494	0	0	0	0	34028.678153097
S0075_134.2M	102957.209358305	39966.7376243244	69450.4747486186	66236.4191800434	131263.326203661	26321.3053806106	14779.2109230039	2798.56053681872	113928.447576595	121293.845683987	0	0	0	137857.254717378	0	14209.6735514898	44637.2943499668	23115.8721049985	20377.8912454013	0	0	0	0	0	70806.476814797
S0101_135M	79824.0158818153	32462.2707741323	102373.542381948	72839.4515049851	85515.1562753889	24186.3564191412	29176.7555008426	1767.95184993209	298686.78167308	88724.5024889102	0	0	0	87089.4108945034	0	1282.39491653832	20606.9559358626	8344.64684114912	3218.36262348431	0	0	0	0	0	63901.444038286
S0198_135M	60400.7181693019	38599.534795458	32012.9140194442	58801.23055008	45378.9724714693	0	17031.0429937977	265736.93128145	34134.6556146047	82393.5443711357	0	0	0	142041.186150803	0	44913.5400773968	41150.7587603505	0	9393.10613351268	58073.3839118259	0	0	0	0	69938.4806993691
S0126_135.2M	43485.0598556207	31544.7875356703	27615.4319149659	48054.2663109116	129798.07100649	32449.855331915	7423.10338674074	75200.8500608776	17882.0153495052	41683.365761893	0	37292.4794066238	26807.1977010965	192110.07942177	45812.0128948235	102977.346430555	75882.4682026379	36489.6069880925	8955.74161693296	8375.19644312421	0	0	0	0	10161.0643797536
S0118_135.4M	71958.5927070579	69365.607483803	125245.573222524	108971.392307578	65408.8138369861	16352.37357523	35770.498510643	6374.99006731554	53526.7584448657	114519.787638186	0	11800.0705089937	0	158555.565057544	0	2312.06943096944	29331.2508721781	15044.8217041729	34814.9126773789	0	0	0	0	0	80646.9219545739
S0068_135.6M	105521.328664275	47291.517907968	133160.085797969	110629.066213898	79278.0220789274	33032.8528448486	20402.4626353226	10302.3139882269	55046.7354050235	105754.231785289	0	6356.5082812258	10112.9151407316	150506.379644623	2707.84314206348	1868.2119492665	33180.5739418063	42548.118828279	2344.27922035764	3410.26644122292	0	0	0	0	46546.2860886754
S0094_135.6M	72741.7247565883	42260.1347215376	32128.1304102421	76262.7725264253	95638.8176214543	58446.552129492	16408.645185972	12428.4272331876	186571.660479907	120491.264763976	0	7668.31613952448	0	150055.158809271	13066.6689011734	22537.5932961896	11436.6081601361	25664.4380752996	5656.14749031797	0	0	0	0	0	50536.9392993057
S0052_135.8M	75334.6257828886	32678.9942442429	43477.173994529	94777.4188528318	123259.599587633	25679.3503932252	23790.9509068715	33036.7019624402	70302.2652316259	154147.674570533	0	0	0	197259.376850297	18945.4080346577	4356.97783773221	14739.5354471928	28351.2051410277	21868.9803639562	0	0	0	0	0	37993.7607983151
S0248_136.5M	47969.1445942874	39015.510392982	63277.6859389258	127404.071541669	95303.5278027249	44148.4170141776	26510.4554034491	33466.4300603069	101207.376012494	80703.7149251385	0	1179.92709523874	17163.0652675219	99744.7032662485	2010.57395137127	30517.2485417363	132568.270689207	18052.5627452067	1740.62768333038	0	0	0	0	0	38016.6870739845
S0134_139.6M	68082.1578629258	38189.205972293	43549.8300405129	63993.7643932974	80252.6286282103	14404.4678105624	5560.49869631033	14038.9923815708	74297.9386183742	113688.032480958	0	34648.1271821066	4724.87932694776	161364.36884622	2951.98840069215	99796.053918863	74066.9051490188	24848.7607498244	12778.2236699388	26024.206406069	0	2144.56589897072	0	0	40594.4035663339
S0241_140.7M	59500.332965271	32831.4133029317	108916.256817402	83815.120534868	51923.1848214862	42886.8525000349	27730.3602377954	313.490336871061	439015.723526238	87064.9966259085	0	0	527.532165992327	10143.6372403935	164.794561643053	227.392173832549	15385.2286215144	1479.65916006274	2853.37404140301	0	0	13408.6683000168	0	0	21811.9820663341
S0195_143M	81864.8830153091	84743.8742240264	55222.5048259304	85827.5353270817	84802.3051523629	7610.5424564206	41130.1387521964	62306.5378986442	40764.8244449976	111673.140247327	0	0	0	219230.262758465	0	25825.3922377201	16381.2351058886	26257.4849918864	8101.58751048596	0	0	0	0	0	48257.7510512578
S0228_148M	85222.6705512266	56712.694550521	114975.045769349	93409.1220323391	98466.7947711025	27729.4433225328	15291.8361830658	23165.0414899018	63655.2647935431	100400.792863797	0	0	0	100686.290322485	38967.4312350278	6721.16301112847	0	5466.89352148428	42169.4197754464	30672.3183521006	0	0	0	0	96287.7774549492
S0180_149M	93283.1040979282	73342.3888056415	88444.2211056587	130397.937308277	119920.589862555	34977.2025825441	27004.2172912774	24172.7305402389	68127.4826582709	86953.4221309764	0	0	0	120332.21338092	35188.7286525047	10790.0560456984	0	2194.117572919	27079.26601621	7386.13317790445	0	0	0	0	50406.188770475
S0193_149M	55463.9493743453	48870.6612868666	85739.4503065621	62994.3925960766	60768.7284078105	33085.5407710009	18245.540078591	127141.696012523	56259.7304329675	129251.17173244	0	0	0	202893.673289721	2905.88806605262	8019.39333028495	3391.17321280203	0	10062.9359272875	0	0	0	0	0	94906.0751746696
S0201_149M	90113.1559873953	73293.1721777946	74294.5286986482	146961.210984356	52657.0210157843	0	23715.0540878987	35925.0651985013	36562.4296250336	136583.039652298	0	0	0	190846.850971444	0	8686.15680693552	36731.2851143455	7065.19010114881	0	0	0	0	0	0	86565.8395784172
S0204_149M	104257.197696106	49465.0167008608	83269.583989795	136629.681567671	76152.4966856467	22211.375934635	32581.8383919387	5195.47698613721	79314.7878610035	112589.91462225	0	0	2914.2644450819	130473.861897741	0	1884.28584077957	82868.3290811756	21457.0990971903	7093.34742798532	0	0	0	0	0	51641.4417740029
S0219_149M	86633.24754091	46975.2017801972	137749.158725827	103801.956030776	43391.6226432222	42186.7386664458	39084.4243785551	7400.94503285347	52725.7421243636	174452.853250744	0	0	0	95312.6751680384	44092.3816627792	0	18160.8837583636	5822.01683380039	49399.5681319482	0	0	3768.50747931869	0	0	49042.0767918568
S0225_149M	76650.0317075121	30446.5786186457	88178.7149859483	115868.282216569	106245.890513544	23697.2466157349	16888.158780375	0	49904.5129595395	167781.493955836	0	0	0	51480.0850215199	101984.603611708	0	2615.73839519443	0	116428.767663735	15525.6829504864	0	1628.35077368274	0	0	34675.8612299692
S0036_150M	31348.6912176712	20716.5819541425	16961.2307472425	30811.9855987193	41216.3963952009	8014.38267378821	7734.39966602828	60926.1028233796	22656.4122781466	52117.686110139	0	7229.09431172812	2628.83651875451	173147.501917475	38186.5533886232	202268.552933269	189755.245852204	52536.5063744593	14930.0973163905	7756.81762408333	0	0	0	0	19056.9242985548
S0047_150M	11637.1836715766	1590.12948023887	25444.2726493856	144453.672316609	87639.8251166642	50457.3453961855	8232.14616262486	98150.1148705077	7535.76980146894	6222.78847997335	0	63752.9531683951	19298.8089761375	43986.2104206433	1521.81044487014	18575.8068449393	360313.694041602	44605.2329062529	2432.28400969308	2137.71605317869	0	0	0	0	2012.23518905335
S0166_150M	86285.051408544	57419.6717042251	33952.4260852894	119244.916818301	96256.5424520948	20053.6549651075	12385.9706592391	46907.6311011816	112188.630309042	109677.571467776	0	0	0	210678.975514355	2465.82481048296	20414.845915624	8632.85734484419	8302.56524752002	4269.51013111675	0	0	0	0	0	50863.3540652569
S0171_150M	94181.249695076	54071.9575034275	89067.3991675012	98740.0731256309	101975.106409007	11330.6852534502	0	6625.91937625858	94408.6234443327	83130.2900320439	0	0	0	227195.248306539	10449.2740349619	24030.7600171156	0	23455.5131669432	6030.88010219006	4386.61654399688	0	5060.80506258655	0	0	65859.5987589384
S0183_150M	73310.7246913185	51676.7180916452	60441.6267504793	117850.949333015	124232.034185441	24989.4622474814	19293.1629375055	52607.7082060703	32719.5291431988	93337.3297883058	0	0	6557.53173903933	141146.991513745	43018.3378365469	0	0	24140.8442866246	74485.1087701426	23218.9004075302	0	0	0	0	36973.0400719101
S0189_150M	67829.4339387576	90866.2533467762	59212.0924362213	112943.70526131	55956.2496353679	20400.9282465471	15750.5763364981	33403.9581603974	53423.2197316275	160561.852580366	0	0	0	225850.322445458	7525.57802277152	0	11709.8057560268	11261.7899777137	0	0	0	0	0	0	73304.2341241604
S0207_150M	76271.3511980762	71829.9954245495	143967.919372003	101006.210258196	91483.0282918749	20525.251925827	25354.4970798715	12002.6866333185	41533.1496802734	104042.91786019	0	0	26930.3496054529	108976.050739271	2523.81301703752	6964.97897223222	106030.489993545	8497.8146693196	0	0	0	0	0	0	52059.4952789613
S0213_150M	93807.2476823324	50105.9829514973	95232.277725007	99815.8477385289	100631.695169698	47248.2996285045	40899.7345607555	0	73282.140971375	118414.357744169	0	0	0	65504.6269931927	20245.9781523825	0	0	0	77731.4795772532	42126.8835867192	0	3836.95695859062	0	0	71116.4905599944
S0222_150M	106276.085064387	77795.3028510738	82143.9260721736	108634.847526654	90823.7665267682	38037.6996414167	39855.3228555669	3177.65084615971	42042.3526670834	117790.428185998	0	0	0	89007.9744380969	13363.3357499742	16134.5022165835	7797.51064027595	9373.97351089483	57845.6518154413	8414.9142066264	0	0	5344.19751343617	0	86140.5576713897
S0019_151M	51905.117692504	26865.247975095	52519.4168736936	57715.6086961896	49631.5782870499	49861.8728323498	11176.2452645427	115691.639516639	44034.4096631376	126589.981092329	1739.67016176223	0	1055.18933317528	154443.818088626	3955.53806545115	115983.748470002	6924.17313995079	11098.7584958185	56503.4996097389	24908.0873852029	0	0	0	0	37396.3993567432
S0025_151M	59885.2935163128	59666.6410540316	183296.966169944	89467.2405509091	95794.9017409359	44398.5556135056	29549.9924355045	16115.1117064022	57403.5626778245	158275.238565064	0	0	0	95121.4023234928	0	5195.19863432961	3295.35247586458	8451.39381675909	39114.3934462179	3556.27707922088	0	1367.6163139988	1505.69545588445	0	48539.1664237983
S0042_151M	15699.3340625493	29186.2630309344	33283.1427664947	56431.7382874396	31453.0321200454	9173.89647231556	3541.36230822714	29505.7389448341	20474.4647152269	76484.6498096155	0	19859.9838826169	7522.93565434933	103633.113406144	26790.8275213645	206239.112281234	256701.388309437	22155.8995594338	14648.717652163	8879.06713897122	0	4097.48401550581	0	0	24237.8480610978
S0178_151M	64565.7268896952	28644.1492922288	119771.418976377	107690.254661214	61737.6295680565	48018.6558753689	20853.5043792105	5265.03475853796	76804.36909491	112095.577403886	0	0	0	176294.218940881	83031.1808391303	12730.0861540356	0	0	35142.8692034472	9295.08787737472	0	0	0	0	38060.2360856455
S0186_151M	90855.3958469968	83133.9787226013	56179.8558175506	138910.963372595	106181.487843615	11613.7210520273	14943.9932152523	9055.24277691361	46079.4816848808	118773.184924555	0	0	2539.64863445236	205538.273734079	0	0	0	21370.1529928864	12363.0579507501	5994.92319774453	0	6916.29582040454	0	0	69550.3424126944
S0216_151M	72948.6146696978	53086.9394041675	47481.3806689066	84530.1692073966	87497.6000143206	41225.2596480042	28796.7998164078	24107.5663636343	71269.1195748259	113913.131868195	4246.52927405087	0	0	75399.3727230661	39828.754786339	28311.5957276119	7042.45182594765	13546.0169100019	91949.9073073417	30400.2806298456	0	3507.2565056118	0	0	80911.2530746276
S0297_151M	55286.2425166775	59955.7899907526	101291.544349967	52953.2684104876	47860.9580273125	24429.284800972	16705.1709245288	183672.946644033	40709.544007271	90779.4933167102	0	0	1373.68596917759	127732.800397524	6007.71646559227	56844.082783597	11017.2997295952	38048.4796737623	20804.4028153803	27021.9200513364	0	623.499539679435	0	0	36881.8695856439
S0234_151.8M	12091.5826938053	5971.03145470801	12283.2374127962	23090.0190271714	49585.6213459728	6624.10229735646	5114.15106383425	320735.726872115	7884.68740868886	29159.5891791361	0	1274.67528483237	4055.90063512409	137436.499679194	14932.6589113563	49826.3110179109	158105.177805608	120365.043137013	9872.1007926626	20857.8288153659	0	0	0	0	10734.0551653477
S0005_152M	80635.8863054058	45785.6661157036	124181.333983019	130796.264942202	97349.718346666	32672.5056430379	39639.0838423649	6368.70537449632	49075.6963174056	151504.815706498	0	0	0	64150.5999356202	24869.9652740075	9239.16044149964	4465.11772614607	9662.13641685907	48030.3398052262	9637.32768607706	0	1389.81365975133	0	1488.07618699953	69057.7862910137
S0031_152M	102173.683473509	58418.6267830928	135114.302370443	88028.7965769888	55862.1402864716	24827.8761928973	24759.1963917575	43556.2816170651	48023.1215150789	158696.226490013	0	746.503986910849	0	112771.758743475	8904.2029267228	56166.7927336934	1484.45863610559	6424.48541199675	13214.9063505042	9611.98462616431	0	924.105932398829	0	0	50290.5489547123
S0150_152M	29913.3397412596	12476.8688709769	7588.39928626998	19299.2545301852	61178.811212632	7059.16703893974	9991.74668040761	272450.347065703	14704.4558184814	34004.3705875583	1696.68400846621	25186.9025774487	17494.9765860871	237238.483670314	55455.8636836063	38925.8529048614	35172.2978412461	46004.1894649073	24631.3082647518	36742.5941688449	0	350.327623020487	0	0	12433.7583740318
S0161_152M	87905.6120045684	53623.2563834501	86969.4012016514	94464.6811358533	67419.2628758098	38204.6464111316	22555.7429707548	3942.56161486288	65537.6397943464	187364.673661368	0	0	0	109164.248571972	19343.4521220983	13345.5545608267	0	10855.0745828361	33492.6733054871	13920.6893601938	0	4015.04750199641	0	0	87875.7819407932
S0012_153M	64738.1195123449	61430.2366383299	85779.4375854998	119583.56739359	95924.2656974415	33100.9712495366	32857.2890241379	9217.46322651533	54409.7699568878	173466.582039652	0	0	0	81017.2597329328	2907.24331799608	13371.8890426978	1130.91826422602	2175.29893134544	65439.5891027917	17086.494459679	0	1408.03960664232	0	0	84955.5652177532
S0135_160M	84444.6876463019	66720.3821220039	125318.004478674	103709.165972379	59213.6272668285	37008.9020504481	19048.5298783474	12985.16351156	45520.192463481	98736.2496346956	0	5341.21424815343	3237.19184002943	200674.481372928	9101.3303104609	18837.7389104607	21242.5164687258	11917.3718475255	15758.7115686219	3820.74831023357	0	0	0	0	57363.7900981422
S0086_182.4M	86709.1875203584	12445.5120258472	18923.3203359796	96253.7583864575	71531.202028751	15647.6132280543	4026.92341011786	18300.7155102812	68293.1245133703	132196.780797765	0	0	0	226846.607371408	0	119470.844674135	18711.4148712166	25193.7257029115	27762.0394392014	8077.19068763255	0	0	0	0	49610.0394965118
S0102_183.7M	60252.042190982	40095.618251816	118543.303595603	91881.497488459	86419.3382627149	30807.2142242137	25947.0214557759	0	148346.465704057	113946.243744738	0	0	0	129714.435793158	1721.86233990095	0	86404.8209533675	9662.67241391135	2981.35888378689	0	0	0	0	0	53276.1046975151
S0076_183.8M	115306.737823256	51942.0574573503	48264.0653981819	79972.1515270642	59085.9565170894	21768.7367589218	12604.9466693468	0	307697.732226862	96794.8839232882	0	0	0	135251.044594798	5576.48668933618	0	10412.4215950892	15021.065371168	5793.3231059092	0	0	0	0	0	34508.3903423387
S0110_183.8M	83118.5264427289	55312.460535984	115251.214471513	89782.5235564491	94931.7957096906	23181.2610404346	23862.8502377386	13555.8585609069	119568.451436699	133998.391610395	0	0	0	116385.600118551	1583.55529235176	0	27720.1504308576	39100.7184562964	5483.7678128116	0	0	0	0	0	57162.8742865923
S0142_183.9M	112686.219032615	54991.7292084014	99541.1520040721	111389.870348723	104415.225787704	23046.8436495521	20335.269108806	9626.6102990846	174393.733780226	96622.1121320367	0	0	0	111578.207742338	0	0	14173.4129778831	4543.71329322773	3504.83784709556	0	0	0	0	0	59151.0627882345
S0061_184M	103098.821405045	64920.0083614839	106936.322738515	129009.807295354	72877.1466499756	30608.7200196992	26257.2464789883	15910.4556657472	105252.75125833	115686.656696466	0	0	0	161360.288133011	2090.93890512521	0	4880.25405211036	7040.30416701821	21722.4308905296	0	0	0	0	0	32347.8472826016
S0127_184.1M	89834.2139304588	66423.9052547235	106046.973094877	64215.4227382811	68003.6208176508	25054.2262069467	12895.4427189261	14651.1247262141	67099.7592339689	116974.034440471	0	0	0	200476.459902346	0	31881.8544823846	26963.8578486518	43220.3730797946	8890.25573342879	0	0	0	0	0	57368.4757908758
S0242_185M	36840.1733202482	25948.0385907852	83682.8141072403	50170.6203797168	44275.2392260678	22526.2332479824	19190.534838053	0	634267.040543825	51333.5881757834	0	0	84.9303331798741	1828.07518036586	0	109.8273868273	1904.15792728421	89.3319546830786	620.163720663104	0	0	12489.8295863303	0	0	14639.4014809646
S0249_185.4M	108793.009162092	36198.9635969754	82560.4341412462	101097.849018169	86689.7297632609	37927.15133278	11712.6923848472	4435.78197224458	174559.869498194	128168.999014724	0	0	0	118536.410829563	3109.04956095817	4290.02954448656	29026.1024478273	8723.61475420904	5383.23669314329	0	0	0	0	0	58787.0762852779
S0095_185.7M	134420.561152418	25724.805074445	52152.5324141864	60792.1082032331	80857.9855418036	13476.47112121	22889.9786356409	17337.5943362768	163619.027214414	136625.010302063	0	0	1768.1930533837	172028.078863104	0	0	13536.737157162	33476.9739436073	11476.7966405769	0	0	0	0	0	59817.1463464751
S0119_185.8M	105595.365013144	65912.1773919147	118440.681669779	95259.2416798157	133452.721468178	37668.4987365731	34898.4452665045	4405.53117609956	52309.7387519963	120595.18943465	0	5436.40883709755	0	104962.336042569	0	0	48647.507382533	8664.12213414149	8019.78677999535	0	0	0	0	0	55732.2482350085
S0053_186.3M	112081.844939804	84874.3294175717	81254.2499303201	97247.2906670049	132117.767125253	31618.256104326	6102.73403224215	0	75270.5965576556	118623.538412776	0	0	0	151799.923886458	0	0	11342.7325723718	16363.1414557425	0	6120.42264951866	0	0	0	0	75183.1722489548
S0069_186.5M	137891.962114275	35685.3227644968	65886.2951306125	131424.175741234	90648.2782766103	19228.6227027329	12371.2463008627	16866.6723452593	93458.8561681711	91912.7622040073	0	0	4204.84917543898	150241.43919872	5910.94429099256	0	34490.3786490448	42016.3224173696	3411.54765301656	0	0	0	0	0	64350.324867155
S0013_198M	64681.3993335018	66826.8298556987	121066.949844163	86139.9343702437	82742.9094501211	35753.48097002	31744.0762098908	7317.72941883937	42557.4679505804	170504.092606591	0	0	0	97943.3118314447	8792.59372821599	10615.9214773671	2565.24061185546	7401.28443159253	51381.480535898	19378.4868848188	1902.99425676851	0	0	0	90683.8162323894
S0006_199M	95994.515758582	56055.1043159198	149154.989618695	103221.651229368	79825.7273132706	32721.6970997754	52468.9959376622	14719.1401041119	64415.2026242175	139341.664784594	0	0	0	65398.0824850865	32497.5369729286	0	9029.6776718115	6947.36262070298	21435.6653944947	15591.429916991	0	0	0	0	61181.5561517887
S0020_199M	43913.5931337584	27779.8453025471	120683.07043473	66501.0974366208	34214.1532489273	14968.8477693806	34670.1841129633	78780.8845018289	32665.345495094	109822.541945132	0	0	0	264916.913065485	9202.94985585022	84658.0838804819	0	20657.8859733581	26557.7718516129	0	0	8914.36765183601	0	0	21092.464340393
S0032_199M	86053.4045231145	47888.7087346534	109221.706665851	92592.9803131382	84359.2549369737	42841.7143719051	37545.7625535813	31823.8666968954	66155.172201491	140555.207329736	0	835.543220102636	0	122952.590065488	711.875098199747	60901.519544719	0	9587.68753686196	16023.7065918553	6275.7646630817	0	2068.65726107549	0	0	41604.877691276
S0037_200M	20762.7915604632	10297.154159301	16909.2966207251	45659.3089597157	110081.138655155	10875.0643325723	10795.0044497991	72376.9724186493	10478.9775735662	18997.0280631272	0	27653.3698360956	7474.09683373134	146542.967273006	95833.5816439357	79517.4485995788	255257.818138407	45739.3531183007	6615.28105834815	3207.79066427373	0	0	0	0	4925.55604124921
S0156_200M	90595.4925330889	27290.9180233127	124486.991683161	98498.5536351593	102936.693913861	24018.8117842251	23841.9904618872	0	71474.1463618115	102985.581961227	0	4952.07572147072	2251.0076883213	246134.173143511	2109.56136421137	5821.76668524064	9847.43779039447	4735.33799469497	0	0	0	0	0	0	58019.4592544219
S0172_200M	106048.065950075	57502.5113083979	92289.539785249	78238.6926674521	68853.8658389984	28115.6210415834	24807.6799034006	9395.06098794841	124302.664611955	85725.5053782058	0	0	0	167878.884941386	0	0	17290.6240095818	24943.6301809664	0	0	0	0	0	0	114607.653394801
S0026_201M	88604.069392868	83381.8741743243	215528.718327926	119762.786549565	75095.4294028725	49422.2924718495	33531.5373977417	6568.40890634156	58827.4923406366	141842.940442106	0	0	0	49062.7238245237	460.381257560351	3811.54913989811	537.265219040446	0	10362.7928694122	2319.22259962172	0	0	736.45335802968	0	60144.0623256828
S0043_201M	11619.0429886158	12096.3862766488	5172.88412759861	15592.2691864575	22405.3836271965	4277.43591848961	4036.26999271235	134238.813415324	11031.4617483797	16800.6972902246	0	5487.37685802234	2494.33332421989	110867.88671712	117464.25797937	87492.7482240702	308261.444127957	109207.570231304	17201.8213890293	735.994366770815	0	0	0	0	3515.92221048835
S0048_201M	9244.32565619583	2506.27833625069	20786.0725038143	77828.0530086768	65313.3978534909	22344.289611112	4423.32109185234	193986.041016827	5455.68618246766	9744.34293825989	0	31007.5184159159	21423.9871801632	52747.7894950492	4226.89903979816	19684.6768595377	389074.11535221	55940.4419462211	2744.53625976949	9094.09104672654	304.944701010627	0	0	0	2119.19150465028
S0162_201M	8038.18979878277	45764.8048972638	49703.6350697545	42136.3833618257	42273.562841403	16439.8899091957	0	43261.4817156607	14676.3350505996	82237.6332504715	0	0	0	111428.136156904	55590.4613638528	209199.906419811	0	17016.0076642682	70002.4774973773	44552.3320177343	0	0	0	0	147678.762985095
S0298_201M	79505.5955842851	92781.0146753433	145347.868511378	123219.026130073	57568.2205106765	68931.0863952176	61405.82231045	16537.1425585268	59958.7852803831	66015.9653042539	0	0	1159.50871089791	124788.695419411	2173.29757749598	8996.48973129791	10144.9585954127	8537.21197325746	11289.0210029558	0	0	0	0	0	61640.2897286837
S0360_201M	138866.999378799	48405.8203604161	112854.461842868	79033.9346853825	73031.4034849701	36516.0816242869	21927.353660234	11863.1940790915	127980.84791862	162369.085597378	0	0	0	107709.555317738	14966.890941237	0	0	0	21595.6449383816	0	0	0	0	0	42878.7261705973
S0235_201.1M	106889.290206027	63227.616960157	108154.329307576	108667.387776146	96529.1574134171	23186.166273853	33244.5745789973	7747.8440151608	55197.1165506223	117089.300185516	0	0	0	80447.7823611604	12218.5829161521	11239.8940950294	68918.9543272342	15999.133213992	31734.2274235921	0	0	0	0	0	59508.6423953667
S0151_202M	92762.5712116286	15089.6126741357	149133.778474179	111840.6323825	81307.7836678836	28458.0203364451	18309.2249642553	27735.9730294918	98798.1774644699	126538.843556176	0	6845.2171988271	0	141985.508066535	0	0	17015.0494253672	49092.166961936	0	0	0	0	0	0	35087.4405861702
S0167_202M	76810.4703500251	59870.4245026352	71242.8982777685	63751.7013696473	78546.4495998096	39273.6333688954	17687.4162717402	55501.8941362369	74016.8989914131	146253.097558135	0	0	0	218130.581946352	2012.14150503019	33317.4997761316	7044.5112307729	0	13935.8781766564	5068.19508338816	3483.92644649569	2923.5684358242	0	0	31128.8129730424
S0258_202M	75064.2116606506	52632.0465272998	73624.5506300863	100407.383445632	113439.493655785	26469.4905520879	26566.5681697238	24765.981072556	146506.193621876	121816.21695175	0	0	3472.95437357824	165952.300320621	3254.72471914712	0	1899.13290390595	10958.8338265371	2817.73467914637	0	0	0	0	0	50352.1828896168
S0436_203M	77399.0626222111	39345.1347434436	89736.033382899	121718.321766524	72081.5280606624	44521.4069644724	30553.6345330388	40499.0072976205	94211.4749781041	155072.455471939	0	0	0	125734.25127681	33454.746248885	4196.60112715915	0	20480.7157419037	15798.0011139387	3830.27418189037	0	0	0	0	31367.3504884978
S0334_204M	57250.0812857749	75218.9676641472	70800.4468462001	64638.279285712	81060.8951022438	27020.5794662061	31291.9364057067	10534.001374033	37523.1161371573	159195.105970805	0	0	0	195861.397255426	0	0	0	15537.4921010048	43145.989339727	17434.7973759649	0	4022.87776651929	0	0	109464.036623372
S0136_232.9M	93544.067163812	53258.5829672332	118576.876161935	100523.849106711	88142.2348238221	28697.770349943	27695.2117767344	2796.96400179042	68318.0719071747	114844.40473411	0	0	3137.76493143591	113464.737078067	4410.89630902431	8115.18123137681	53191.0274467689	19802.3013097711	38186.7487070102	5555.09712682872	0	2136.29064531812	0	0	55601.9222211324
S0062_233M	73059.3598187998	56592.8912453534	90351.580387251	113069.964859124	94531.7301341571	28461.4621503883	24720.4431182882	8321.79825494159	131276.310877014	116271.623119307	0	0	0	146691.448043294	4374.57533521702	0	25525.6609287163	49098.1043427781	7574.46094046898	0	0	0	0	0	30078.5864449014
S0143_233.1M	78774.3744576833	43568.1575503825	128593.43145048	92497.9231206595	102189.441018204	16111.1155144182	14926.341686571	0	168758.529777992	113904.770021683	0	0	0	112839.723128675	0	0	39301.968584659	11117.1411563572	20580.7582803494	0	0	5756.77203173266	0	0	51079.5522201528
S0087_233.3M	151860.318181368	35289.9936132953	40243.6548459484	170583.30503293	114092.438088978	0	8563.93660998942	6486.59665563854	72618.4644785062	125772.669443583	0	0	0	169163.009103831	0	0	7958.6003765402	15308.2105415829	0	0	0	0	0	0	82058.8030278085
S0111_233.6M	77906.0759623076	36375.9699670995	103482.152741949	87727.258839769	68285.8429646778	50161.1101835007	17085.4335398087	1725.47308722773	331022.12850341	76752.6290109299	0	0	0	77497.1777002768	0	0	7409.62175045102	19342.3542191025	1570.51734524759	0	0	0	0	0	43656.254184242
S0077_234.1M	123016.759088364	36383.7036822253	103727.222867299	105522.02119608	65349.1107186465	30496.568928688	29431.1692038984	2229.20991155929	209860.247450986	114415.25755986	0	0	0	94738.9104347504	0	0	5470.16926853347	7891.32186241362	4058.03238336993	2951.64746891608	0	0	0	0	64458.6479744098
S0103_234.5M	91242.8654706174	66400.2255866463	74236.1120966535	93142.1029030389	84184.9882251097	41742.1575776698	26539.9761977496	0	105217.001770304	117914.958652392	0	0	0	117885.289067686	0	10415.1924245885	75753.7616313968	5082.9370955639	15683.0936788999	1901.20725961519	0	0	0	0	72658.1303620685
S0070_234.7M	100468.665870496	56033.6807302875	141998.080360359	102322.349481358	85546.2256481293	17612.6414483966	20396.8111353432	3433.15341274971	94339.6927049343	105724.937770668	0	14827.7442200464	0	144247.140103542	1804.72871143119	0	14742.8368417015	34434.1743027183	3124.83980395328	0	0	0	0	0	58942.2974538866
S0096_234.8M	119723.871688618	53557.3106382094	55522.8706012607	134933.011347465	104939.767537614	24486.2004920762	21267.6960603414	0	134800.215890979	124529.339308358	0	4417.38459212934	0	124473.994235972	1881.78541495546	0	4392.0895412239	29568.3410169149	6516.52287671358	0	0	0	0	0	54989.5987571692
S0128_236.7M	90762.4588440664	38668.2895442065	96209.8093941264	126874.395237417	83342.9721216489	26518.4942778733	17061.3792423605	0	68390.9147502276	106123.251132411	0	0	0	249638.937786901	0	0	12684.325486871	18298.5370489917	4704.91872006796	0	0	0	0	0	60721.316412831
S0054_237.3M	152588.354065549	51951.8188039109	74603.9367567669	107889.685328451	83980.0331992966	21772.8277055283	11206.5026549429	0	209489.747657262	113755.362366178	0	2618.58929249045	0	100432.524818147	0	3078.46987057403	23432.351347266	12519.9068700315	0	0	0	0	0	0	30679.8892636064
S0088_281.4M	143533.7453344	40606.1193689465	69459.008852085	52341.3794283563	103929.56925119	31908.533034734	19708.0359981879	3731.87256681502	129134.773438954	166001.447809899	0	0	0	154995.82669308	3923.51681327238	0	9157.49321013714	17614.2572137586	0	0	0	0	0	0	53954.4209861837
